BGGId,Name,YearPublished,GameWeight,BayesAvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
100089,Inspector Moss: House Arrest,2011,1.8462,5.57136,1,1,30,10,0,0,0,0,0,0,0,0,0
100104,Rush Hour Scramble,2011,1.4,5.59743,2,4,20,8,0,0,0,0,0,0,0,0,0
100169,Hero of Weehawken,2011,2.1579,5.67507,1,1,45,13,0,1,0,0,0,0,0,0,0
100172,Seven Sisters,2012,2.4118,5.58854,3,6,60,12,1,1,1,0,0,0,0,0,0
100275,C. C. Higgins Rail Pass,2014,1.6667,5.52643,2,6,60,8,0,0,1,0,1,0,0,0,0
100278,Tripolo,2011,1,5.51966,2,4,0,6,0,0,0,0,0,0,0,0,0
100374,Atlantida,2011,4.1667,5.47942,2,5,120,12,0,1,1,0,0,0,0,0,0
100423,Elder Sign,2011,2.3502,6.81761,1,8,90,13,0,1,0,0,0,0,0,0,0
100447,Sherlock,2011,1,5.53136,1,5,15,5,0,0,0,0,0,0,0,0,0
100470,Killer Party,2010,1,5.50668,8,50,240,14,0,0,0,0,0,0,0,0,0
100473,String Railway: Transport,2011,1.8333,5.59646,2,5,60,10,0,0,0,0,0,0,0,0,0
100670,Défis Nature,2009,1,5.48012,2,6,20,7,0,0,0,0,0,0,0,0,0
100679,Ultimate Warriorz,2011,1.2812,5.99058,2,8,30,8,0,0,0,0,0,0,0,1,0
100734,My Happy Farm,2011,1.6757,5.76272,2,4,45,8,1,0,0,0,1,0,0,0,0
100758,Abtei der Rätsel,2011,1.8,5.50268,2,4,45,10,0,0,0,0,0,0,0,0,0
100795,Micro Monsters,2012,1,5.54747,2,4,30,6,0,0,0,0,0,0,0,0,0
100798,Dwarf King's Hold: Green Menace,2011,2,5.5385,2,2,45,10,0,0,0,0,0,0,0,0,0
100901,Flash Point: Fire Rescue,2011,2.2049,7.03901,2,6,45,10,1,1,0,0,1,0,0,0,0
101013,Ninja: Legend of the Scorpion Clan,2011,2.6512,5.75268,2,4,45,12,0,1,1,0,0,0,0,0,0
101020,PAX,2011,2.1493,5.91338,1,4,45,10,0,0,1,0,0,0,0,0,0
101118,"Borodino: Napoleon in Russia, 1812",2012,2.3,5.55714,2,2,210,0,0,0,0,1,0,0,0,0,0
101206,Night Drop: 6 June 44,2012,2.3636,5.56619,2,2,180,0,0,0,0,1,0,0,0,0,0
101239,Ponder,2010,0,5.50401,2,4,45,7,0,0,0,0,0,0,0,0,0
101335,Scrabble DASH,2009,1,5.44321,2,4,10,10,0,0,0,0,0,0,0,0,0
101420,Ninety-Nine,0,1.5,5.46043,2,13,20,0,0,0,0,0,0,0,0,0,0
101463,Paletto,2011,1.6667,5.54353,2,4,15,6,0,0,0,0,0,0,1,0,0
101519,Rise or Fall,2011,1,5.48969,3,8,10,7,0,0,0,0,0,0,0,0,0
101539,First Bull Run: 150th Anniversary Edition,2012,2.6,5.52043,1,2,180,10,0,0,0,1,0,0,0,0,0
101628,The Bagged Peiper,2010,1.5,5.50372,2,2,30,0,0,0,0,1,0,0,0,0,0
101629,Just a Peiper Dream?,2010,1.6364,5.50085,2,2,30,12,0,0,0,1,0,0,0,0,0
101644,Bushido,2011,3.5556,5.56598,2,2,90,0,0,0,0,0,0,0,0,0,0
101660,Witty Chronos,2011,1.8333,5.50514,3,5,30,8,0,0,0,0,0,0,0,0,0
101668,Time's Up! Green Edition,2011,1,5.52558,4,12,30,12,0,0,0,0,0,0,0,0,0
101682,Saints in Armor,2012,3.5758,5.7826,2,2,300,14,0,0,0,1,0,0,0,0,0
101685,Dead Fellas,2011,1.3333,5.51494,2,6,30,8,1,0,0,0,0,0,0,0,0
101718,Terra Evolution,2011,2.0455,5.48258,2,4,45,10,1,0,0,0,0,0,0,0,0
101721,Mage Wars Arena,2012,3.6755,7.15388,2,2,90,13,0,0,0,0,0,1,0,0,0
101723,Hungarian Tarokk,1870,3.5,5.52155,4,4,30,14,0,0,0,0,0,0,0,0,0
101737,Angry Birds: Card Game,2011,1.087,5.35116,2,5,10,5,0,0,0,0,0,0,0,0,1
101766,Slate,2011,1.3333,5.50967,2,4,70,12,0,0,0,0,0,0,0,0,0
101785,D-Day Dice,2012,2.0546,6.38999,1,4,45,14,1,1,0,1,0,0,0,0,0
101786,Dust Tactics: Revised Core Set,2011,2.5263,5.84026,2,4,45,14,0,0,0,1,0,0,0,0,0
101796,SUTAKKU,2011,1,5.60089,1,12,15,14,0,0,0,0,0,0,0,1,0
101865,Saga,2011,2.3448,5.85716,2,4,150,0,0,0,0,1,0,0,0,0,0
101872,"Win, Don't Lose",2011,1.25,5.51481,3,8,10,10,0,0,0,0,0,0,0,0,0
101929,Sergeants Miniatures Game: Day of Days,2011,2.5909,5.73195,2,6,180,10,0,0,0,1,0,0,0,0,0
101930,Carnival,2011,1.5152,5.54525,2,4,30,13,1,0,0,0,1,0,0,0,0
101954,Rollin' Bones: Pirates of the Caribbean (On Stranger Tides) Dice Game,2011,1,5.48033,2,4,10,7,0,0,0,0,0,0,0,0,0
101988,Storm the Castle!,2013,3.3846,5.43953,1,4,90,8,1,0,0,0,0,0,0,0,0
102104,Star Fluxx,2011,1.4341,6.05454,2,6,40,8,0,0,0,0,1,0,0,1,0
102107,Race to Adventure: The Spirit of the Century Exploration Game,2013,1.5,5.58695,2,5,20,8,1,0,0,0,0,0,0,0,0
102144,Perplexus Epic,2010,2,5.72625,1,1,30,8,0,0,0,0,0,0,0,0,0
102145,Defeat Into Victory: The Final Campaigns in Burma,2012,3.4444,5.51172,2,2,180,12,0,0,0,1,0,0,0,0,0
102148,NOIR: Deductive Mystery Game,2012,1.623,5.93327,2,9,60,8,0,1,0,0,1,0,0,0,0
102150,Rising Sun Railroads,2011,3,5.53085,3,4,120,12,0,0,0,0,0,0,0,0,0
102151,Colorado Midland,2011,2.6,5.54166,3,5,45,12,0,0,0,0,0,0,0,0,0
102159,Champions 2020,2011,2.1333,5.56785,2,2,60,11,0,0,0,0,0,0,0,0,0
102181,In a Grove,2010,1.4634,5.74141,2,5,20,9,0,0,0,0,0,0,1,1,0
102219,Connect 4 Launchers,2010,1,5.56261,2,2,15,5,0,0,0,0,0,0,0,0,0
102237,Drako: Dragon & Dwarves,2011,1.7619,6.1621,2,2,30,8,0,1,1,0,0,0,0,0,0
102253,Spearpoint 1943: Eastern Front,2015,1.8333,5.5314,2,4,30,13,1,0,0,1,0,0,0,0,0
102275,Lord of the Rings: The Adventure Deck Game,2011,1.65,5.58004,1,1,5,6,0,1,0,0,0,0,0,0,0
102346,Guns of the Askari,2012,2.7,5.53908,2,3,360,12,0,0,0,1,0,0,0,0,0
102435,Navajo Wars,2013,3.8584,6.33802,1,2,120,12,0,0,0,1,0,0,0,0,0
102548,Dungeon Fighter,2011,1.7538,6.49077,1,6,60,14,0,0,0,0,0,0,0,1,0
102610,Shitenno,2011,2.7576,5.75394,2,4,60,12,0,0,1,0,0,0,0,0,0
102631,Tinco,2011,1.3,5.56343,3,6,20,10,0,0,0,0,0,0,0,0,0
102652,Sentinels of the Multiverse,2011,2.5034,6.95773,2,5,60,8,1,1,0,0,0,0,0,0,0
102676,Reverse Charades Junior Edition,2011,2,5.5326,6,24,30,6,0,0,0,0,0,0,0,0,0
102680,Trajan,2011,3.6533,7.51458,2,4,120,12,0,0,1,0,0,0,0,0,0
102681,21 Mutinies: Arrr! Edition,2013,2.375,5.61244,3,5,45,10,1,0,0,0,1,0,0,0,0
102690,Villagers & Villains,2011,1.8095,5.64039,2,5,30,9,0,0,0,0,1,0,0,0,0
102698,Hull Breach!,2011,2.6667,5.52313,2,8,60,13,1,0,0,0,0,1,0,0,0
102750,Math Dice Jr.,0,1,5.50079,2,0,10,6,0,0,0,0,0,0,0,0,0
102792,Zero,2011,1.25,5.52038,2,6,30,12,0,0,0,0,0,0,0,0,0
102794,Caverna: The Cave Farmers,2013,3.7888,7.82887,1,7,210,12,0,0,1,0,0,0,0,0,0
102835,Lost Temple,2011,1.7391,5.62826,2,8,40,10,0,0,0,0,1,0,0,0,0
102859,FURT,2011,1.2,5.45861,3,8,60,13,0,0,0,0,0,0,0,0,0
102881,Trench,2013,3.6111,5.58332,2,2,45,10,1,0,0,0,0,0,1,0,0
102897,Farmageddon,2012,1.6296,5.68141,2,4,30,14,1,0,0,0,1,0,0,0,0
102898,Sewer Pirats,2012,2.1429,5.87506,2,5,60,10,0,0,0,0,1,0,0,0,0
102940,Trophy Buck,2011,1.0385,5.54635,3,8,20,8,0,0,0,0,0,0,0,1,0
102965,Agent Doppelnull,2011,1,5.48842,2,2,45,7,0,0,0,0,0,0,0,0,0
103016,Expedition Sumatra: Dadu Dadu,2011,2,5.52112,2,4,20,8,0,0,0,0,0,0,0,0,0
103039,Beyond Waterloo,2012,3.2222,5.54549,2,2,960,0,0,0,0,1,0,0,0,0,0
103061,Carnac,2011,2.4444,5.66882,2,2,20,8,0,0,0,0,0,0,1,0,0
103077,Copié Collé,2011,1,5.50143,3,6,20,8,0,0,0,0,0,0,0,0,0
103091,Catan Histories: Merchants of Europe,2011,2.4524,5.7781,3,4,120,12,0,0,1,0,1,0,0,0,0
103092,Helvetia,2011,3.0559,6.30198,2,4,90,12,0,0,1,0,0,0,0,0,0
103132,Rapa Nui,2011,2.0714,5.92242,2,4,40,10,0,0,1,0,1,0,0,0,0
103184,The Gnomes of Zavandor,2011,2.5789,5.70252,2,4,90,10,0,0,1,0,0,0,0,0,0
103185,Walnut Grove,2011,2.462,6.34541,1,4,60,10,0,0,1,0,0,0,0,0,0
103191,Pergamemnon,2011,2.2857,5.48358,2,5,45,10,0,0,0,0,0,0,0,0,0
103235,Singapore,2011,2.6,5.62099,3,4,90,12,0,0,1,0,0,0,0,0,0
103236,Fusion,2011,1,5.52626,2,4,10,6,0,0,0,0,0,0,0,0,0
103261,Awkward Family Photos,2011,1.125,5.42917,4,6,60,13,0,0,0,0,0,0,0,0,0
103327,Água: The Water Cycle,2011,1.5,5.46985,3,6,40,7,0,0,0,0,0,0,0,0,0
103328,LIXO?,2011,1.3333,5.52877,2,6,20,6,0,0,0,0,0,0,0,0,0
103339,Reluctant Enemies: Operation Exporter,2014,3.5455,5.81517,2,2,750,0,0,0,0,1,0,0,0,0,0
103343,A Game of Thrones: The Board Game (Second Edition),2011,3.7218,7.37589,3,6,240,14,0,0,1,0,0,0,0,0,0
103368,Epigo,2011,2.4762,5.67914,2,4,15,13,0,0,0,0,0,0,1,0,0
103402,Cranium Brain Breaks,2010,1,5.45,2,6,1,8,0,0,0,0,0,0,0,0,0
103405,Monopoly: Cars 2 Edition,2011,1.75,5.46161,2,4,30,5,0,0,0,0,0,0,0,0,0
103469,Risk: Metal Gear Solid,2011,2.3529,5.61603,3,5,120,10,0,1,0,1,0,0,0,0,0
103573,Scurvy Dogs: Pirates and Privateers,2012,2,5.47719,2,8,50,12,1,0,0,0,0,0,0,0,0
103638,The Bridge to Treasure Cave,2011,1.4286,5.51005,2,4,30,8,0,0,0,0,0,0,0,0,0
103640,Carré,2011,1,5.49424,2,4,30,8,0,0,0,0,0,0,0,0,0
103649,The City,2011,1.5608,6.08835,2,5,30,10,1,0,0,0,1,0,0,0,0
103651,23,2011,1.2326,5.70107,2,4,25,8,0,0,0,0,1,0,0,0,0
103660,VivaJava: The Coffee Game,2012,2.5238,6.0517,3,8,90,13,1,0,1,0,0,0,0,0,0
103666,O Vale dos Monstros,2011,1.9091,5.58815,2,5,60,14,0,0,0,0,1,0,0,0,0
103670,Dust Warfare: Core Rulebook,2012,3.3889,5.64568,2,4,120,14,0,0,0,1,0,0,0,0,0
103686,Mundus Novus,2011,2.1845,6.09756,2,6,60,14,0,0,1,0,1,0,0,0,0
103687,Lamborghini: The Official Race Game,2011,1.6667,5.49331,2,5,45,10,0,0,0,0,0,0,0,0,0
103714,The Lord of the Rings: Nazgul,2012,3,5.49954,3,5,120,14,0,0,0,0,0,0,0,0,0
103745,Plethora,2012,2.75,5.51546,2,4,60,8,0,0,0,0,0,0,0,0,0
103752,Schachen,2011,2.2222,5.55508,2,2,30,6,0,0,0,0,0,0,0,0,0
103755,Exposaurus,2011,1.5,5.51702,2,4,35,8,0,0,0,0,0,0,0,0,0
103783,Frigiti,2011,1,5.54696,4,6,40,13,0,0,0,0,0,0,0,0,0
103806,Existenz: On the Ruins of Chaos,2011,2.75,5.50236,2,4,90,12,0,0,0,0,0,0,0,0,0
103807,Dojo,2011,1,5.53392,3,5,15,8,0,0,0,0,0,0,0,0,0
103811,X Marks the Spot,2011,2,5.49709,2,4,30,10,0,0,0,0,0,0,0,0,0
103814,Streams,2011,1.1875,5.65466,1,99,10,8,0,0,0,0,0,0,0,0,0
103828,The Jam,2011,1.5,5.49188,2,4,40,5,0,0,0,0,0,0,0,0,0
103830,Morelli,2011,3.5,5.55583,2,2,45,8,1,0,0,0,0,0,1,0,0
103843,Fandooble,2011,1,5.52689,2,6,30,8,0,0,0,0,0,0,0,0,0
103844,Castle Dash,2011,1.8333,5.49218,3,6,30,8,1,0,0,0,1,0,0,0,0
103877,Casa Grande,2011,2.1154,5.67822,2,4,45,8,0,0,0,0,0,0,1,0,0
103883,Electronic Labyrinth,2011,1.8,5.55493,2,4,60,8,0,0,0,0,1,0,0,0,0
103885,Star Wars: X-Wing Miniatures Game,2012,2.4889,7.44545,2,2,45,14,0,0,0,1,0,1,0,0,0
103886,Star Wars: The Card Game,2012,2.9672,6.71664,2,2,60,10,0,0,0,0,0,1,0,0,0
103922,Star Wars: Angriff der Rebellen,2011,1,5.47956,2,4,20,7,0,0,0,0,0,0,0,0,0
103937,If I'm Going Down...,2012,1.4286,5.51527,1,2,30,15,1,0,0,0,0,0,0,0,0
103975,Ortus,2013,3,5.55064,2,2,30,12,1,0,0,0,0,0,1,0,0
104006,Village,2011,3.073,7.34447,2,4,90,12,0,0,1,0,0,0,0,0,0
104012,Puppet Wars,2011,2.8,5.53684,2,2,60,13,0,0,0,1,0,0,0,0,0
104020,Vanuatu,2011,3.3249,6.53956,2,5,90,12,1,0,1,0,0,0,0,0,0
104029,Node,2011,1.5,5.50922,2,4,15,10,0,0,0,0,0,0,0,0,0
104063,Let's Take a Hike,2011,1.35,5.54429,2,5,30,5,0,0,0,0,1,0,0,0,0
104162,Descent: Journeys in the Dark (Second Edition),2012,3.2072,7.41914,1,5,120,14,0,1,0,0,0,0,0,0,0
104234,Sour Apples to Apples,2011,1.1429,5.50389,4,8,30,12,0,0,0,0,0,0,0,0,0
104239,bezzerwizzer kompakt,2010,2,5.52509,2,4,0,16,0,0,0,0,0,0,0,0,0
104340,Meltdown 2020,2011,1.8235,5.57714,1,5,40,8,0,0,0,0,0,0,0,0,0
104347,Santiago de Cuba,2011,2.1541,6.49879,2,4,75,10,0,0,1,0,1,0,0,0,0
104351,Raphia,2011,1.3,5.51173,2,2,120,12,0,0,0,1,0,0,0,0,0
104353,Savage Streets,2011,1.7273,5.53163,1,2,120,12,0,0,0,1,0,0,0,0,0
104363,Rex: Final Days of an Empire,2012,3.2802,6.60548,3,6,180,14,0,1,1,0,0,0,0,0,0
104376,Bonbons,2011,1.1429,5.54587,2,6,20,7,0,0,0,0,1,0,0,0,1
104377,TSCHAK!,2011,1.5614,5.76062,2,4,40,13,0,0,0,0,1,0,0,0,0
104498,Pirates of Nassau,2012,2.875,5.60643,3,5,90,10,0,0,0,0,0,0,0,0,0
104527,The Game of Life Adventure Edition,2011,1,5.46696,2,6,45,6,0,0,0,0,0,0,0,0,0
104553,Moeraki: Kemu,2011,2.8,5.55561,2,2,25,8,0,0,0,0,0,0,0,0,0
104555,The Blue Lion,2011,1.2917,5.57794,2,2,15,8,0,0,0,0,0,0,1,0,0
104558,Burdigala,2011,1.5714,5.52247,2,4,45,8,0,0,0,0,0,0,0,0,0
104573,Spectaculum,2012,1.7234,5.77818,2,4,45,8,0,0,0,0,1,0,0,0,0
104575,Steam Torpedo: First Contact,2011,2.4286,5.62008,2,2,40,13,0,0,1,0,0,0,0,0,0
104581,Panic on Wall Street!,2011,1.6632,6.17924,3,11,30,8,0,0,0,0,0,0,0,1,0
104617,Little Dead Riding Hood,2011,2,5.49465,2,5,60,13,0,0,0,0,0,0,0,0,0
104627,Feudalia,2011,3.1053,5.77691,1,4,90,14,1,0,0,0,0,0,0,0,0
104633,Castelli,2011,2.375,5.50977,2,4,45,10,0,0,0,0,0,0,0,0,0
104640,Robin Hood,2011,1.5,5.65548,3,5,50,14,0,0,0,0,0,0,0,0,0
104655,Lemonade Stand,2012,1.4706,5.5703,2,4,20,13,1,0,0,0,0,0,0,0,0
104710,Wiz-War (Eighth Edition),2012,2.3195,6.6119,2,4,60,14,0,1,0,0,0,0,0,0,0
104736,Et Toque!,2011,1.5,5.57722,3,6,30,8,0,0,0,0,0,0,0,0,0
104769,Jungle Speed: Electronique,2011,0,5.52643,3,8,15,7,0,0,0,0,0,0,0,0,0
104770,Monopoly: Crazy Cash,2009,1,5.49113,2,4,0,5,0,0,0,0,0,0,0,0,0
104775,Gary Gouda,2011,1,5.53562,2,4,10,4,0,0,0,0,0,0,0,0,0
104780,Hoppe Reiter,2011,1,5.54191,2,4,10,3,0,0,0,0,0,0,0,0,0
104798,Evening in the Stable,2011,1,5.51716,1,4,10,2,0,0,0,0,0,0,0,0,0
104805,Animal Upon Animal: Small and Yet Great!,2011,1,5.65711,2,2,15,5,0,0,0,0,0,0,0,0,0
104809,Kleiner Obstgarten,2011,1,5.50662,1,4,0,3,0,0,0,0,0,0,0,0,0
104813,Number Dinosaur,2011,0,5.50578,1,4,10,3,0,0,0,0,0,0,0,0,0
104814,Magic ABC Duel,2011,1,5.51329,2,2,10,6,0,0,0,0,0,0,0,0,0
104858,Rock Science,2011,3,5.51151,2,6,60,16,0,0,0,0,0,0,0,0,0
104955,Antike Duellum,2012,2.8908,6.28775,2,2,75,13,0,0,1,0,0,0,0,0,0
104994,City Tycoon,2011,2.8072,5.86718,2,5,120,10,0,0,1,0,0,0,0,0,0
105004,Sarena,2011,1.6,5.51364,2,4,15,8,0,0,0,0,0,0,0,0,0
105023,Fleet Commander: Nimitz – The WWII Pacific Ocean Solitaire Strategy Game,2014,2.5833,5.63719,1,1,180,0,1,0,0,1,0,0,0,0,0
105024,Israeli Air Force Leader,2017,2.1667,5.64085,1,1,60,12,1,0,0,1,0,0,0,0,0
105037,Tournay,2011,2.9048,6.45462,2,4,60,12,0,0,1,0,0,0,0,0,0
105123,Bananas,2011,1,5.48007,2,6,20,5,0,0,0,0,0,0,0,0,0
105134,Risk Legacy,2011,2.5935,7.01568,3,5,60,13,0,0,1,0,0,0,0,0,0
105187,MIL (1049),2011,3.8125,5.79378,2,5,120,12,0,0,1,0,0,0,0,0,0
105199,Space Mission,2011,1.8333,5.5984,2,5,45,10,0,0,0,0,1,0,0,0,0
105265,Battle of LITS,2011,1.6667,5.54953,2,2,20,0,1,0,0,0,0,0,1,0,0
105280,Können Schweine fliegen? Mitbring-Spiel,2007,0,5.51251,2,4,0,5,0,0,0,0,0,0,0,0,0
105305,Coraxis & Co.,2012,1.6667,5.51673,2,5,20,6,0,0,0,0,0,0,0,0,0
105434,Dingbats,2003,0,5.49951,2,0,0,10,0,0,0,0,0,0,0,0,0
105550,Rolling Bones,2011,1,5.50385,2,99,30,10,0,0,0,0,0,0,0,0,0
105551,Archipelago,2012,3.7344,6.96808,2,5,240,14,0,0,1,0,0,0,0,0,0
105593,Cheating Moth,2011,1.1475,6.0605,3,5,30,7,0,0,0,0,0,0,0,1,0
105602,Dabble,2011,1.2857,5.51603,2,4,60,10,0,0,0,0,0,0,0,0,0
105624,Poseidon's Kingdom,2011,2.4,5.93187,2,4,60,10,1,0,0,0,1,0,0,0,0
105864,On the Cards,2011,1.5556,5.55035,2,6,30,10,0,0,0,0,0,0,0,0,0
105866,Seven!,2011,2.3333,5.50122,3,5,20,7,0,0,0,0,0,0,0,0,0
106113,Manoeuvre: Distant Lands,2017,2.5,5.6361,2,2,60,10,0,0,0,1,0,0,0,0,0
106174,Di Renjie,2012,1.75,5.5392,2,6,30,10,1,0,1,0,0,0,0,0,0
106217,Hawaii,2011,2.902,6.66827,2,5,90,13,0,0,1,0,0,0,0,0,0
106523,Tomorrow's War (Second Edition),2011,3.75,5.5374,2,4,180,0,0,0,0,0,0,0,0,0,0
106560,American Mah Jongg,1937,2.5,5.57091,2,5,45,12,0,0,0,0,0,0,0,0,0
106631,Space Bastards,2011,3.0714,5.52188,2,5,90,12,0,0,0,0,0,0,0,0,0
106662,Power Grid: The First Sparks,2011,2.7043,6.36903,2,6,60,12,0,0,1,0,0,0,0,0,0
106753,Ooga Booga,2011,1.0244,5.63592,3,6,10,7,0,0,0,0,0,0,0,1,0
106836,Ostfriesisches Schafe-Schubsen,2011,1,5.50272,3,8,30,10,0,0,0,0,0,0,0,0,0
106929,Top-A-Top,2011,1.1667,5.50349,3,6,15,6,0,0,0,0,0,0,0,0,0
106935,Ichigorilla,2009,1,5.49634,2,6,10,3,0,0,0,0,0,0,0,0,0
106969,BASKETmind,2012,2.5,5.53102,2,2,45,11,0,0,0,0,1,0,0,0,0
106978,World at War: America Conquered,2013,2.8333,5.56685,2,2,240,12,0,0,0,1,0,0,0,0,0
106999,Coney Island,2011,2.4737,5.78325,2,4,60,10,0,0,1,0,1,0,0,0,0
107012,The Sun Never Sets volume II,2012,2.6667,5.53264,2,2,0,0,0,0,0,1,0,0,0,0,0
107027,"Operation Anaconda: Battle in Afghanistan, March 2002",2012,1.6667,5.53015,1,2,120,0,0,0,0,1,0,0,0,0,0
107029,Simon Flash,2011,1.5,5.49502,1,0,0,8,0,0,0,0,0,0,0,0,0
107056,Ninjutsu: Battle of the Ninjas,2011,1,5.48282,2,2,45,8,0,0,0,0,0,0,0,0,0
107148,Wings of Glory: WW2 Starter Set,2012,2.619,5.74498,2,4,45,8,0,0,0,1,0,0,0,0,0
107173,Stalag 17,2011,1.381,5.52805,2,5,30,10,0,0,0,0,1,0,0,0,0
107181,Scene It? Harry Potter: The Complete Cinematic Journey,2011,2,5.52025,2,12,45,13,0,0,0,0,0,0,0,0,0
107190,Flash Duel: Second Edition,2011,1.6207,5.90754,1,5,15,0,0,0,1,0,1,0,0,0,0
107255,Evo (Second Edition),2011,2.3704,6.30162,2,5,60,14,0,0,1,0,1,0,0,0,0
107372,Les Rois Francs,2011,1.5789,5.54802,2,2,60,0,0,0,0,1,0,0,0,0,0
107435,Campbell's Alphabet Dice Game,2011,1.1667,5.48795,2,6,0,8,0,0,0,0,0,0,0,0,0
107463,Help Me!,2011,1.375,5.5478,2,6,10,7,0,0,0,0,0,0,0,0,0
107464,Kabuki,2011,1.1429,5.51843,2,6,20,6,0,0,0,0,0,0,0,0,0
107529,Kingdom Builder,2011,2.0618,6.82837,2,4,45,8,0,0,1,0,1,0,0,0,0
107549,Crocodile,2010,1,5.50141,4,20,30,8,0,0,0,0,0,0,0,0,0
107583,Ding!,2011,2.5,5.49243,3,8,30,8,0,0,0,0,0,0,0,0,0
107604,Privacy No Limit,2011,1,5.51146,3,12,45,18,0,0,0,0,0,0,0,0,0
107635,Kairo,2012,2.5484,5.66371,2,4,45,8,0,0,1,0,1,0,0,0,0
107638,Master Merchant,2011,2.1111,5.59753,3,4,15,10,0,0,0,0,0,0,0,0,0
107649,Catch a Falling Star,2011,1,5.55371,1,5,15,5,0,0,0,0,0,0,0,0,0
107680,Broomsticks and Backflips,2011,1,5.5006,2,4,15,4,0,0,0,0,0,0,0,0,0
107703,"Growling Tigers: The Battle for Changde, 1943",2011,2.4667,5.54064,0,2,180,0,0,0,0,1,0,0,0,0,0
107704,Fief,2011,3.6486,5.79863,3,6,120,12,1,0,1,0,0,0,0,0,0
107733,The Big Bang Theory: The Party Game,2012,1,5.46667,3,7,30,12,0,0,0,0,0,0,0,0,0
107811,For Fame & Fortune,2011,1.4286,5.49722,2,6,20,14,0,0,0,0,0,0,0,0,0
107829,Building an Elder God,2011,1,5.45347,2,5,15,8,0,0,0,0,0,0,0,0,0
107834,Montana,2012,2.375,5.51489,2,5,45,11,0,0,1,0,0,0,0,0,0
107861,Warriors & Traders,2011,2.9737,5.59811,2,6,120,12,0,0,1,0,0,0,0,0,0
107917,A Call to Arms: Star Fleet,2011,3.5714,5.54685,2,6,0,0,0,0,0,1,0,0,0,0,0
107938,Dicecapades! Kerfuffle!,2011,1,5.49207,2,4,30,8,0,0,0,0,0,0,0,0,0
107971,QI the Board Game,2011,1.3333,5.45255,2,6,60,8,0,0,0,0,0,0,0,0,0
108012,Collapsible D: The Final Minutes of the Titanic,2012,2,5.5599,3,6,30,12,0,1,0,0,0,0,0,0,0
108018,Riichi Mahjong,0,3.5,5.90953,4,4,120,8,0,0,0,0,0,0,1,0,0
108044,Nefarious,2011,1.7303,5.93709,2,6,45,8,0,0,0,0,1,0,0,0,0
108079,Bibliogamo,2011,1.3333,5.52034,1,1,20,10,0,0,0,0,0,0,0,0,0
108080,Shadows Upon Lassadar,2011,2.1429,5.54967,1,1,30,10,0,0,0,0,0,0,0,0,0
108100,Total Mania,2004,1.25,5.49386,4,0,45,14,0,0,0,0,0,0,0,0,0
108155,Fox's Party,2011,1,5.53206,2,5,10,6,0,0,0,0,0,0,0,0,0
108156,Tante Trudels Trödel,2011,1,5.49829,2,4,20,7,0,0,0,0,0,0,0,0,0
108157,Kalimambo,2011,1.0526,5.61762,3,7,30,8,0,0,0,0,1,0,0,0,0
108161,Aquileia,2011,2.925,5.75582,3,5,90,12,0,0,1,0,0,0,0,0,0
108176,Over Under Game,2011,0,5.47825,2,99,0,12,0,0,0,0,0,0,0,0,0
108341,Dynamite Nurse,2011,2,5.55695,3,5,50,16,0,0,0,0,0,0,0,0,0
108344,Might & Magic Heroes,2012,3.3256,5.72946,2,4,180,12,0,1,1,0,0,0,0,0,0
108377,Space Station,2011,2.1579,5.64149,2,6,60,12,0,1,1,0,0,0,0,0,0
108429,Age of Reason,2011,3.6429,5.57694,3,7,150,12,0,0,1,0,0,0,0,0,0
108430,Fuentes de Onoro 1811,2011,2.7143,5.6044,2,0,240,0,0,0,0,1,0,0,0,0,0
108459,Strat-O-Matic Baseball Express,2011,1.6667,5.5266,1,2,20,8,0,0,0,0,0,0,0,0,0
108554,Super Showdown,2012,1.9167,5.50412,2,2,10,12,1,0,0,0,0,0,0,0,0
108637,Wilderness,2011,2.0857,5.64603,2,8,60,13,1,1,0,0,0,0,0,0,0
108665,Zpocalypse,2013,3.3684,5.63281,1,4,100,13,1,1,1,0,0,0,0,0,0
108679,Mow Money,2016,1.625,5.52556,1,6,60,10,1,0,0,0,0,0,0,0,0
108687,Puerto Rico,2011,3.2808,7.6331,2,5,150,13,0,0,0,0,0,0,0,0,0
108705,Tuareg,2011,1.5,5.59861,2,5,30,10,0,0,0,0,1,0,0,0,0
108711,The Mystery of the Templars,2013,4,5.51507,2,4,150,14,0,0,0,0,0,0,0,0,0
108722,Dreadfleet,2011,2.942,5.99002,2,10,60,12,0,1,0,1,0,0,0,0,0
108737,Air Show,2011,2.5455,5.56533,2,5,90,14,0,0,0,0,0,0,0,0,0
108745,Seasons,2012,2.7716,7.22977,2,4,60,14,0,0,1,0,0,0,0,0,0
108783,Dr. Shark,2011,1.5714,5.60125,2,6,45,8,0,0,0,0,1,0,0,0,0
108784,Ascension: Storm of Souls,2011,2.3312,6.67465,1,4,30,13,0,0,1,0,0,0,0,0,0
108831,Kulami,2011,1.6667,5.85759,2,2,30,10,0,0,0,0,0,0,1,0,0
108832,Chocoly,2011,1.4,5.54064,2,4,30,8,0,0,0,0,0,0,0,0,0
